,Vehicle_Title,Rating
842,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.75
843,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4
844,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),2.125
845,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.875
846,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3.5
847,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.125
848,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.125
849,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),2.5
850,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.625
851,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3.75
852,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),2.625
853,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.125
854,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.75
855,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.25
856,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.5
857,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3
858,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4
859,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3.875
860,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.875
861,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.875
862,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.75
863,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),5
864,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.5
865,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.75
866,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2
867,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.875
868,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.375
869,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.875
870,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.875
871,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.25
872,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.875
873,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.875
874,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4
875,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.375
876,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.5
877,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.875
878,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.875
879,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.375
880,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.375
881,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.25
882,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.375
883,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.125
884,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.125
885,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.875
886,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.625
887,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),
boughtto comute to work & school. Four,,
inches of clearance does not let it come,,
to the ranch. It is a Cute city Car.,,
Insurance is cheaper on ford big truck,,
888,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.75
889,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),
the front spoiler is low to the ground ,,
and gets damaged. ,,
890,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),2.625
891,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.375
892,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4
893,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.25
894,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),3.125
895,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),3.125
896,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),
98 and a 99 - both which had quality ,,
issues.  I have been less than ,,
impressed with the 2001 as well.  It ,,
seems that VW's quality hasn't ,,
improved much and it's customer ,,
service needs improvement.  I will not ,,
be purchasing a 4th Beetle or VW at ,,
all.,,
897,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),
Dealer wanted to blame me.  ,,
Roadside service provided damaged ,,
car but would not repair.  Second ,,
clutch OK at 52K.  Pieces fall off all ,,
the time.    Cosmetic engine cover ,,
snapped in two in cold weather.  ,,
Headlights fail frequently and cost ,,
$55 to replace due to stupid design ,,
of light housing.  Front grille fall off all ,,
the time due to stupid design of ,,
fasteners.,,
 Interior: no illumination on half the ,,
dash so you can't operate the HVAC ,,
at night.  Dash protrudes so your ,,
hand collides with it when shifting ,,
(it's a 5-spd.) ,,
,,
898,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4
899,2001 Volkswagen New Beetle Hatchback GLS 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),2.25
900,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),4.875
901,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),
since they came back with it. It is ,,
very reliable for me and never have a ,,
problem with it. Everything works and ,,
my kids fight over who sits in thr ,,
front seat! ,,
902,2001 Volkswagen New Beetle Hatchback GLX 1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),2.5
903,2001 Volkswagen New Beetle Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),
law. This car has 32000 miles and has ,,
been in the shop for everything but ,,
normal wear and tear. Air bags broke ,,
twice. oxygen sensor went bad twice ,,
also air pump and fuel lines. ,,
temperture sensor went once.I could go ,,
on and on. The air bags broke twice in ,,
3 months. Do not purchase sooooooo not ,,
worth it at all.,,
904,2001 Volkswagen New Beetle Hatchback GLS 2dr Hatchback (2.0L 4cyl 5M),4.125
905,2010 Volkswagen New Beetle Convertible 2.5L 2dr Convertible (2.5L 5cyl 6A),5
906,2010 Volkswagen New Beetle Convertible 2.5L Final Edition PZEV 2dr Convertible (2.5L 5cyl 6A),2.75
907,2010 Volkswagen New Beetle Convertible 2.5L 2dr Convertible (2.5L 5cyl 6A),4.375
908,2010 Volkswagen New Beetle Convertible 2.5L 2dr Convertible (2.5L 5cyl 6A),4.75
909,2010 Volkswagen New Beetle Hatchback 2.5L Final Edition PZEV 2dr Hatchback (2.5L 5cyl 6A),3
910,2010 Volkswagen New Beetle Hatchback 2.5L 2dr Hatchback (2.5L 5cyl 5M),4.75
911,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,5
912,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,4.875
913,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,3.25
914,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,4.375
915,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,3.75
916,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,3.875
917,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,3.875
918,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,
My mechanic at 60k changed the belt for ,,
600 bucks.The maintenance cost are high ,,
at the dealer.The Dealer replaced the ,,
headlight assembly 425.54.The fuel door ,,
was sticking so back to the dealer.  ,,
Total parts with labor 204.30.I also ,,
had to change the battery about 75k.The ,,
bulb or light for the a/c panel doesnt ,,
work either at night.Also a new set of ,,
pads front and back 80 bucks and 4 new ,,
tires from discount. Basically this is ,,
a very good car.I have put 42k 1yr ,,
the car with no problems.It does ,,
handle very well.I have heard stories ,,
of people going over 100mph but mine ,,
just wont quite get there. ,,
,,
919,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,4.625
920,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,4.375
921,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,
warranty has expired: I having a ,,
variety of problems.,,
The electric window on the passenger ,,
side failled. The onboard computer is ,,
now having problems again after having ,,
been replaced under warranty. The cost ,,
for changing of a headlight was $500.00 ,,
( an internal problem ) One of the ,,
headlight burned out again  3 months ,,
after replacement the other one after 6 ,,
months. The molding on the back window ,,
is falling off.,,
Volkswagen has spent massive amounts of ,,
money on advertisements to make us ,,
forget about their not so good ,,
reputation. It appears to me that they ,,
are still unable to build a car without ,,
problems.,,
922,1998 Volkswagen New Beetle Diesel TDi 2dr Hatchback,3
923,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4
924,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4
925,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4
926,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
927,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.75
928,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.5
929,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.75
930,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,1.25
931,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.875
932,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,1.625
933,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
934,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3
935,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.875
936,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.125
937,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.75
938,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.125
939,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.125
940,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.875
941,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.875
942,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.75
943,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3
944,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.125
945,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
946,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.875
947,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2
948,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
949,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.25
950,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.625
951,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.75
952,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
953,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.75
954,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3
955,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.375
956,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.75
957,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,5
958,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.5
959,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.25
960,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,5
961,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.5
962,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.75
963,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.375
964,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,
dealer can not even fix it.  To replace ,,
the headlight one dealer quotes you ,,
$150 another $50 since you can not do ,,
this on your own.  The engine seized 2 ,,
1/2 years after buying it and the ,,
dealer tried to make me pay for it even ,,
though I bought the extended warranty.  ,,
Brought it in because the window ,,
wouldn't roll up and then the dealer ,,
broke the other window.  Brought it in ,,
to do routine maintenance and told them ,,
don't touch the breaks.  When left ,,
dealer brakes squeeked.  You get the ,,
picture.  I can go on and on and ,,
on.....................,,
965,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.625
966,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.5
967,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2
968,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3
969,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.875
970,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.75
971,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.625
972,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,
problems over the past four years ,,
(excluding the horrendous problems ,,
posed by the dealership!).,,
The passenger side window falling into ,,
the door driving across Canada!,,
The headlights have burnt out numerous ,,
times and the cost of repair is ,,
outrageous.,,
,,
973,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.75
974,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,
Electrical system required a major ,,
investment to get the car running ,,
again.  The air conditioning went out ,,
annually requiring finally another ,,
major investment to fix.  The power ,,
windows go out almost as often.  The ,,
back hatch rattles periodically as the ,,
wiring harness in it slides around.  ,,
Seals came down from around the ,,
windows.  The two dealerships that ,,
serviced the vehicle were inept at ,,
fixing problems and bent on creating ,,
reasons to jack up the cost of ,,
repairs.  They seemed to be distinctly ,,
dishonest.  (In contrast to the ,,
dealers for my BMW or Chrysler.)  I ,,
have vowed to never buy another VW.  ,,
975,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.375
976,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.375
977,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,1.5
978,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.875
979,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.875
980,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,
several times.,,
 Several Headlights 5-8,,
 Many window regulars  5,,
 Electronic key entry  About $350.,,
  This car has had 3 Batteries. ,,
 This can only be installed by the ,,
dealer.They have to reset the computer.,,
This cost about $135.,,
 Several other people have had the same,,
Problem.,,
 We are not happy with the qualty.,,
981,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,2.75
982,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,
great! i wouldn't want another car they ,,
are to cute!,,
983,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.625
984,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.125
985,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.5
986,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.5
987,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.5
988,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.375
989,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,1.625
990,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,3.125
991,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4.625
992,1998 Volkswagen New Beetle Hatchback 2dr Hatchback,4
993,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,4
994,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,2.25
995,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,4.375
996,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,2.875
997,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,4.75
998,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,5
999,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,
      ,,
1000,1999 Volkswagen New Beetle Diesel GLS TDi 2dr Hatchback,5
1001,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3
1002,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,1
1003,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.625
1004,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4
1005,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.375
1006,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,2.75
1007,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.875
1008,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4
1009,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.375
1010,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.625
1011,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.125
1012,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4
1013,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.25
1014,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.875
1015,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.75
1016,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4
1017,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,5
1018,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.75
1019,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3
1020,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.625
1021,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.375
1022,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3
1023,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.625
1024,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,5
1025,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.875
1026,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.875
1027,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.375
1028,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.375
1029,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.75
1030,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4
1031,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.5
1032,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.625
1033,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.125
1034,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.5
1035,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,3.125
1036,1999 Volkswagen New Beetle Hatchback GLS 1.8T Turbo 2dr Hatchback,3.5
1037,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,1.75
1038,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,2.5
1039,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.125
1040,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,3.625
1041,1999 Volkswagen New Beetle Hatchback GLX 1.8T Turbo 2dr Hatchback,3
1042,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.625
1043,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,2.875
1044,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.625
1045,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,5
1046,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,3.375
1047,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.625
1048,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.875
1049,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,
car. The only pet peves I have is the ,,
cup holders and the reverse takes so ,,
long to shift the gear on the ,,
automatic. ,,
1050,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,2.875
1051,1999 Volkswagen New Beetle Hatchback GLS 1.8T Turbo 2dr Hatchback,4.625
1052,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,5
1053,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,1.5
1054,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.375
1055,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4
1056,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4
1057,1999 Volkswagen New Beetle Hatchback GLX 1.8T Turbo 2dr Hatchback,3.25
1058,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,
will not release. Battery died just ,,
after 2 years old. Dont ever jump ,,
start! A/C fan is dead. Starter dead. ,,
Brake cover fell off as did the mirrow ,,
button. Now the car has been in the ,,
shop 5 times for a over heating problem ,,
that they cant even seem to fix. The ,,
car has been a problem from the start. ,,
I have so many other things just no ,,
more room. VW hirer better engineers.,,
1059,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,
car is the window and lock switches ,,
were of poor quality. The difficulty ,,
in changing headlamps is a myth (even ,,
the owner's manual tells owners to ,,
take it to the dealership--I got a $53 ,,
estimate to change it). I found a ,,
procedure on the inernet and changed ,,
the passenger side headlamp quickly ,,
and for $7--the cost of the bulb.,,
1060,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,5
1061,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.5
1062,1999 Volkswagen New Beetle Hatchback GLS 1.8T Turbo 2dr Hatchback,3.75
1063,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.625
1064,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,3.125
1065,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,
Some problems kept coming back over and ,,
over again.  The color of yellow was a ,,
good color for this car.,,
1066,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,3.125
1067,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4
1068,1999 Volkswagen New Beetle Hatchback GLS 2dr Hatchback,4.375
1069,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,3.5
1070,1999 Volkswagen New Beetle Hatchback GL 2dr Hatchback,4.125
1071,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1072,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1073,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1074,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1075,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1076,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1077,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1078,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1079,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.5
1080,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1081,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1082,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1083,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1084,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.5
1085,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.5
1086,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.5
1087,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.25
1088,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1089,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1090,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.625
1091,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1092,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1093,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1094,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1095,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1096,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.125
1097,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.5
1098,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.25
1099,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1100,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1101,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1102,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1103,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1104,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1105,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1106,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1107,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1108,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.625
1109,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1110,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1111,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.75
1112,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),4.875
1113,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
1114,2004 Volkswagen R32 Hatchback 2dr Hatchback (3.2L 6cyl 6M),5
